company,sentence,predicted_esg,semantic_score,human_label,final_esg_prediction,sentiment,sentiment_score,topic,topic_keywords
sap-2023-integrated-report.pdf,"we report on our contribution to the un sustainable development goals (sdgs) and have embedded the recommended disclosures of the task force on climate-related financial disclosures (tcfd), of the sustainability accounting standards board (sasb) standards, and of the world economic forum (wef) stakeholder capitalism metrics.",E,0.441977944,G,G,neutral,0.8202716112136841,25,disclosures | financial | tcfd | task | force
sap-2023-integrated-report.pdf,it advised the executive board on an ongoing basis with regard to the running of the company and it scrutinized and monitored the work of management.,G,0.342914611,G,G,neutral,0.93646240234375,1,board | supervisory | the | management | executive
sap-2023-integrated-report.pdf,"the supervisory board received regular, full, and timely reports from the executive board, both from members in person and in written documents.",G,0.31445527,G,G,neutral,0.9144712090492249,1,board | supervisory | the | management | executive
sap-2023-integrated-report.pdf,the supervisory board was also in regular exchange with senior internal officers through its various committees.,G,0.361773418,G,G,neutral,0.9500434398651123,1,board | supervisory | the | management | executive
sap-2023-integrated-report.pdf,"this ensured that we were always up to date, even between meetings, on the company’s strategy, planning, business performance, risks, risk management, compliance (in other words, adherence to laws, to the company's articles of incorporation, and to internal policies), and on transactions of special significance for sap.",G,0.318100292,G,G,neutral,0.9148344993591309,22,sap | supervisory | board | meetings | ifrs
sap-2023-integrated-report.pdf,"in its reports, the executive board also informed us in particular where business deviated from plan or target, and why.",G,0.309863865,G,G,negative,0.8012554049491882,1,board | supervisory | the | management | executive
sap-2023-integrated-report.pdf,we questioned and probed the executive board’s reports to satisfy ourselves that the information it gave us was plausible.,G,0.301202655,G,G,neutral,0.8102724552154541,1,board | supervisory | the | management | executive
sap-2023-integrated-report.pdf,the executive board fully met our requirements when it came to providing information.,G,0.334597419,G,G,neutral,0.6364021897315979,1,board | supervisory | the | management | executive
sap-2023-integrated-report.pdf,"in addition, the supervisory board chairperson and the ceo were in continuous contact, which meant the supervisory board chairperson was always apprised without delay of all important events that were significant for assessing sap’s situation and progress or for the management and governance of the company.",G,0.276287853,G,G,neutral,0.9343465566635132,22,sap | supervisory | board | meetings | ifrs
sap-2023-integrated-report.pdf,"moreover, the chairperson of the supervisory board and the ceo regularly discussed matters related to sap’s strategy, business performance, risk position, risk management, and compliance.",G,0.430593073,G,G,neutral,0.9370890259742737,22,sap | supervisory | board | meetings | ifrs
sap-2023-integrated-report.pdf,"transactions that were submitted to us because they required the approval of the supervisory board whether by law, the articles of incorporation, or the supervisory board’s list of transactions requiring its consent, were approved by us after detailed examination and discussion with the executive board.",G,0.309919953,G,G,neutral,0.9500013589859009,1,board | supervisory | the | management | executive
sap-2023-integrated-report.pdf,"supervisory board meetings and resolutions in the past fiscal year, the supervisory board of sap se held four ordinary meetings and three extraordinary meetings at which we deliberated and resolved on all matters of relevance to the company.",G,0.277547866,G,G,neutral,0.932999849319458,22,sap | supervisory | board | meetings | ifrs
DHL-Group-2023-ESG-Presentation.pdf,[page 1] for internal use 2023 sustainability connecting people.,E,0.385466843,S,E,neutral,0.8605045676231384,-1,and | the | of | in | to
DHL-Group-2023-ESG-Presentation.pdf,"3 [page 4] the group sustainability in figures 295 aircraft 594,000 employees globally 12,260 locations of which 123,400 vehicles 4,900 apprentices and trainees 60 %certified in accordance with iso of which 14001 & 500011 36,200 e-vehicles €27 bnin staff costs 3 international hubs in leipzig (de), cincinnati (us) and hong kong 25,000 bicycles of which 1 headquarters in bonn, germany 14,000 5,500 e-trikes, e-bikes 33.27 m metric tons co e footprint 2 1 also includes locations that are only certified according to one iso.",E,0.308653652,E,E,neutral,0.9200752973556519,-1,and | the | of | in | to
DHL-Group-2023-ESG-Presentation.pdf,"4 [page 5] for internal use anchoring sustainability in our daily operations through the esg roadmap social corporate approach environment responsibility governance outlook [page 6] approach delivering excellence in a digital world a world powered by logistics –dhl group, powered by people dhl group connects people and markets and is an enabler of global trade.",E,0.260876387,E,G,neutral,0.7541586756706238,-1,and | the | of | in | to
DHL-Group-2023-ESG-Presentation.pdf,"7 [page 8] approach strong strategies, sustainable measures 2019 long-term, sustainability-focused value creation 2021 esg roadmap: 2015 certified training program to new climate protection goals set, communicate strategy, esg kpis fully integrated into our corporate culture and values finance systems, esg kpis incorporated into our 2003 esg reporting launched 2016 un sustainable development goals remuneration policies (sdgs) taken into account for the first 2006 un global compact signed time code of conduct introduced 2017 climate protection target set: net 2008 supplier code of conduct zero greenhouse gas emissions introduced by 2050 go programs launched 8 [page 9] approach the board of management the management board defines the sustainability strategy and targets.",E,0.426796176,E,G,positive,0.7216311097145081,7,esg | sustainability | degree | framework | 2050
DHL-Group-2023-ESG-Presentation.pdf,"2025 appointed until june 2025 retnec etaroproc five divisions 9 [page 10] approach delivering sustainability relevant boards for sustainability issues supervisory board board of management control and central decision-making and sustainability focus consultation strategy and reporting and responsibility for topics management controlling strategy and sustainability operations global hr board global business it board finance board sustainability steering board board commercial board services board committee ongoing monitoring of climate and sustainable product employee matters compliance cybersecurity kpis the sustainability agenda environmental portfolio (gogreen) protection respect for human procurement data protection planning chair: ceo, cfo, chro1 rights occupational safety real estate it systems opportunity/risk finance and audit assessment committee sustainability materiality analysis advisory council reporting members from the sciences, business and politics chair: ceo1 chair: express1 chair: chro1 chair: ceo1 chair: ceo1 chair: cfo1 clean operations lksg2council information security steering committee esg change board working group committee thematic bodies deib3board commercialization ohs committee risk committee taskforce h&w4forum divisions: operational management of sustainability topics 1 chief executive officer, board of management members responsible for hr, finance and express.",E,0.347752392,G,G,neutral,0.9467669725418091,-1,and | the | of | in | to
DHL-Group-2023-ESG-Presentation.pdf,"| 3 diversity, equity, inclusion and 10 belonging| 4 health & wellbeing.",S,0.57994312,S,S,neutral,0.9195562601089478,8,inclusion | equity | diversity | diverse | promote
DHL-Group-2023-ESG-Presentation.pdf,[page 11] for internal use approach environmental and energy policy sustainable fuel policy1 sustainability is embedded human rights policy across the group statement corporate diversity & inclusion statement occupational health & safety policy statement supplier code of conduct health & wellbeing policy statement anti-corruption and business ethics policy1 cybersecurity policy data privacy policy the ten principles of the anchored through the requirements are further un global compact codes of conduct specified in our corporate policies 1 not available to the general public.,E,0.419202412,G,G,neutral,0.9297728538513184,-1,and | the | of | in | to
DHL-Group-2023-ESG-Presentation.pdf,it is here that the group can make the most positive impact on the challenges presented by sustainable development.,E,0.348916292,E,E,positive,0.7347275614738464,21,we | values | ambitions | 360degree | make
DHL-Group-2023-ESG-Presentation.pdf,4 quality education 5 gender equality 8 decent work and economic growth 11 sustainable cities and communities 13 climate action 17 partnerships for the goals 12 [page 13] for internal use approach high energy packaging and material usage 2021 materiality waste and recycling respect for human rights analysis esg standards in the supply chain the board of management and the water and wastewater supervisory board conduct regular analyses transportation of dangerous goods / on key sustainability-related issues.,E,0.487814991,E,E,neutral,0.8931534290313721,-1,and | the | of | in | to
DHL-Group-2023-ESG-Presentation.pdf,external hazardous substances perspectives are contributed by the product/service quality sustainability advisory council.,E,0.300465244,G,G,neutral,0.9274528622627258,-1,and | the | of | in | to
DHL-Group-2023-ESG-Presentation.pdf,"corporate governance social engagement in addition to the six focus topics, working conditions and standards public policy and political influence dhl group places particular importance on training and development taxes and economic impact respect for human rights in its sphere of data protection anti-corruption and bribery activity.",G,0.357210993,G,G,neutral,0.9191600680351257,6,governance | corporate | code | blueprint | german
DHL-Group-2023-ESG-Presentation.pdf,risk and crisis management competitive conduct reporting on fiscal year 2024 will include a materiality analysis conducted in line with eu low requirements.,G,0.297802597,G,G,neutral,0.8794915676116943,-1,and | the | of | in | to
DHL-Group-2023-ESG-Presentation.pdf,climate and environmental protection focusing on ghg emissions 2.,E,0.454790887,E,E,neutral,0.9323793649673462,29,emissions | ghg | scopes | reductions | scope
DHL-Group-2023-ESG-Presentation.pdf,employee engagement 3.,S,0.262536257,S,S,neutral,0.9012101888656616,-1,and | the | of | in | to
DHL-Group-2023-ESG-Presentation.pdf,occupational safety and health 4.,S,0.429408013,S,S,neutral,0.9130901098251343,11,safety | health | 10 | occupational | and
DHL-Group-2023-ESG-Presentation.pdf,diversity and inclusion 5.,S,0.616724527,S,S,neutral,0.9225819706916809,8,inclusion | equity | diversity | diverse | promote
DHL-Group-2023-ESG-Presentation.pdf,external perspectives and expertise are contributed by the shareholders policymakers & sustainability advisory council (sac).,G,0.331254144,S,G,neutral,0.845582902431488,-1,and | the | of | in | to
DHL-Group-2023-ESG-Presentation.pdf,science society capital markets 1 stakeholder engagement guidelines (aa1000 standard).,G,0.280145526,G,G,neutral,0.8727999925613403,2,climate | change | transparency | scenarios | to
DHL-Group-2023-ESG-Presentation.pdf,other stakeholders crucial for dhl group 14 [page 15] approach focus of the esg roadmap three focus areas defined in line with the 2021 materiality analysis green solutions for sustainable logistics great company to work for all highly trusted company dhl group makes a positive contribution to society through its corporate citizenship programs.,E,0.263699219,S,E,neutral,0.7860869765281677,7,esg | sustainability | degree | framework | 2050
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"4 strategy 4 foreword 6 cr strategy & management 19 risks & opportunities 23 m ateriality 27 impact measurement 32 sustainable development goals 35 s takeholder management 39 c ompliance 45 h uman rights 48 p olitical advocacy 51 sustainability standards 56 a wards 61 economy 61 sustainable finance 74 suppliers 83 sustainable & innovative products 90 n etwork expansion 93 c ustomer satisfaction 95 c onsumer protection 98 data protection & data security 102 financial performance indicators 103 financial personnel indicators [page 3] 3 105 environment 105 climate protection & risks 115 c o₂e emissions 123 r enewable energy 125 energy consumption & efficiency 132 e nablement factor 134 c ircular economy 139 waste prevention, recycling & resource conservation 145 environmentally friendly products & services 148 m obility 151 e mployee initiatives 152 social 152 d igital society 169 voluntary & financial commitment 173 corporate culture & the workplace 178 e mployee relations 180 e mployee satisfaction 183 d iversity 189 demography & company pension scheme 191 training & development 197 occupational health & safety 201 headcount & part-time work 203 s taff restructuring 205 i deas management 207 a bout this report 212 i mprint 213 d isclaimer [page 4] management & facts 4 strategy foreword foreword dear readers, between war, inflation, and natural disasters, 2023 was another crisis-filled year.",E,0.370951801,G,G,neutral,0.9287460446357727,-1,and | the | of | in | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"from 2024, we also intend to take account of scope 3 emissions in this – that is to say, the greenhouse gas emissions that are gener- yes, the challenges we face are complex and intertwined.",E,0.306967824,E,E,neutral,0.9271035194396973,29,emissions | ghg | scopes | reductions | scope
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"for this to any organization that lobbies for transparency must also be willing happen, however, we need to learn to be more honest with each to have its own targets and activities audited by independent other and allow the big picture to emerge.",G,0.448944389,G,G,neutral,0.7993375658988953,2,climate | change | transparency | scenarios | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,the gold standard for climate protec- about our successes.,E,0.316331364,G,E,neutral,0.5670545697212219,4,protection | environmental | climate | successes | gold
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"this organization and – where necessary – also about our failures, embracing an checks whether companies’ climate goals are in line with the latest attitude of “radical transparency.” climate research and contribute to compliance with the paris agreement.",G,0.35533905,E,E,neutral,0.823617696762085,2,climate | change | transparency | scenarios | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"for me, providing full information is an integral part of zero climate targets.",E,0.343915542,E,E,neutral,0.9178600907325745,-1,and | the | of | in | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"this enables us to continue driving forward greener innova- solving social and ecological problems around the world, and will tions and products.",E,0.339847942,E,E,positive,0.7409526705741882,34,must | more | solving | went | ultimately
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"however, sustainability must become an even ultimately be a major factor in our future economic growth.",E,0.389206343,E,E,neutral,0.6994785070419312,34,must | more | solving | went | ultimately
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"more integral part of our core business – for me, that also belongs to the concept of “radical transparency.” we also prioritize transparency when it comes to climate protec- tion.",G,0.304923445,G,G,neutral,0.9211830496788025,2,climate | change | transparency | scenarios | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"at deutsche telekom, we have set ourselves a vital target of achieving net zero emissions along our entire value chain by 2040.",E,0.404062867,E,E,positive,0.7532312870025635,0,zero | net | roadmap | by | emissions
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"we have drawn up a transition plan for our journey to that goal that is designed to create transparency both within the company and externally, setting out what we have achieved in terms of climate protection and which activities have still to be launched.",E,0.285916984,E,E,positive,0.6988993287086487,2,climate | change | transparency | scenarios | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,this sustainability report contains comprehensive information about where we stand as at 2023 and what we are planning for the future.,E,0.398375928,G,G,neutral,0.9243120551109314,-1,and | the | of | in | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,our strict commitment to climate-neutral business practices: sustainability and social responsibility have been firm components we want to play a pioneering role on the way to a climate-neutral of our corporate activities for more than two decades.,E,0.382410943,E,E,positive,0.7486308813095093,2,climate | change | transparency | scenarios | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"in meeting today’s environmental, economic, and social chal- lenges.",E,0.26129356,S,G,neutral,0.943954348564148,-1,and | the | of | in | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,our determined efforts to ensure our products and services are compatible with the circular economy: we want to make almost all of our technologies and devices compatible with a circular econ- omy across the entire value chain by 2030.,E,0.268431306,E,E,positive,0.7547947764396667,41,circular | economy | compatible | construction | guidelines
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"our pursuit of diversity, equity, and inclusion, as well as our investment in training for our employees: we want to provide a safe, supportive environment where we promote equity among people – across all dimensions of diversity.",S,0.630802132,S,S,positive,0.7267227172851562,8,inclusion | equity | diversity | diverse | promote
Deutsche Telekom-corporate-responsibility-report-2023.pdf," data protection, cybersecurity, and information security  a dependable corporate compliance and risk management system  application of the basic principles of digital responsibility  respect for human rights and the sustainable development of supply chains  investment based on environmental and social criteria and transparent communication about our activities in terms of ecological and social sustainability  an effective management structure for sustainability issues in the group reporting against standards our cr (corporate responsibility) strategy is derived from the global reporting initiative (gri) group strategy.",G,0.334873438,G,G,neutral,0.8899428248405457,43,percent | volume | procurement | cr | segment
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"it focuses on four key areas as well as good corpo-  gri 2-17 (general disclosures) rate governance in which we want to act as a role model: [page 7] management & facts 7 strategy cr strategy & management sustainability targets in remuneration corporate digital responsibility our investments in the network build-out make us one of the big- day in and day out, we see our world changing, at ever-faster gest investors in the industry.",G,0.357924274,G,G,neutral,0.8761789202690125,-1,and | the | of | in | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"however, the network build-out is not to lead to an beginning of a development that we can no longer stop – and that increase in co₂ emissions and thus accelerate climate change.",E,0.383573465,E,E,neutral,0.8036046028137207,-1,and | the | of | in | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"all enthusiasm notwithstanding, however, this reason, we use energy from renewable sources to decouple we shouldn’t head into the digital future blindly.",E,0.283357143,S,E,neutral,0.8983297944068909,26,digital | built | no | positive | into
Deutsche Telekom-corporate-responsibility-report-2023.pdf,as we move for- co₂ emissions from energy consumption.,E,0.403875172,E,E,neutral,0.9279721975326538,32,neutrality | coe | co | 4year | total
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"the two non-financial performance indica- impacts, and to help shape the digitalization process in a positive tors “energy consumption” and “co₂ emissions” (scope 1 and 2) way.",E,0.306871652,E,E,positive,0.5016173124313354,26,digital | built | no | positive | into
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"were incorporated into the variable component of our board of management’s remuneration in 2021, and in 2022 were also made throughout our cdr work, we take great care to ensure that all relevant for our international executives (excluding t-mobile us), processing of our customers’ personal data is carried out transpar- as well as all employees in germany not covered by collective ently and responsibly, in ways that also safeguard individual cus- agreements.",S,0.263529032,G,G,neutral,0.7676839232444763,-1,and | the | of | in | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"further information about this area is available in our publications on data privacy, in our status report in the united states, we are forging ahead with the highly intensive on data privacy, and in our transparency report.",G,0.268175602,G,G,neutral,0.9113980531692505,2,climate | change | transparency | scenarios | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"whole, has covered 100 percent of its electricity requirements from renewable energy sources since 2021.",E,0.350095948,E,E,neutral,0.8162278532981873,-1,and | the | of | in | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,we are in t-mobile us’ scope 1 carbon footprint owing to unforeseeable working to ensure that all people have equal opportunity to be a natural disasters and the associated temporary use of equipment part of the digital society.,E,0.386570655,S,E,neutral,0.8885661959648132,-1,and | the | of | in | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"this step ensures that the right incentives are set for the board of management, executives, and all employees in germany not cov- upholding of human rights is a key element of responsible digitali- ered by collective agreements toward the sustainable develop- zation.",G,0.259298593,G,G,neutral,0.6326069831848145,5,human | rights | and | diligence | integrity
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"we have also anchored the principle of digital responsibility sumption” and “co₂ emissions” (scope 1 and 2) will continue to be and participation in our code of human rights, which we updated set, managed, and reported for the entire group as before, includ- in 2023.",S,0.290272593,G,G,neutral,0.8835713863372803,5,human | rights | and | diligence | integrity
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"due in particular to our responsibility, with a view to ensuring that human rights are the group-wide use of electricity from renewable energy sources, also respected within the sphere of influence that we have outside co₂ emissions (scope 1 and 2) are at a low level and dropped fur- of our group.",E,0.327369988,E,E,neutral,0.8360235095024109,-1,and | the | of | in | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,ther as a result of our measures to 217 kt co₂e (prior year: 233 kt co₂e).,E,0.266699612,E,E,neutral,0.5157504677772522,-1,and | the | of | in | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"the values given for total energy consumption and scope 1 digital responsibility is also highly important with regard to envi- and scope 2 emissions are based in part on estimates, assump- ronmental and climate-protection issues.",E,0.32041625,E,E,neutral,0.9279022216796875,-1,and | the | of | in | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,their own carbon footprints – and thereby contribute to climate protection.,E,0.441638406,E,E,neutral,0.8364036679267883,39,carbon | footprints | track | committed | own
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"in addition, to help our customers find sustainable reporting against standards solutions, we highlight products and services that are environmen- global reporting initiative (gri) tally and climate friendly.",E,0.296174246,E,E,neutral,0.572424054145813,13,report | nonfinancial | sustainability | reporting | gri
Deutsche Telekom-corporate-responsibility-report-2023.pdf,our “smart innovations” also [page 8] management & facts 8 strategy cr strategy & management contribute to society’s efforts to improve its ecological balance.,E,0.324797053,E,E,neutral,0.5810431838035583,-1,and | the | of | in | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,we see our- selves as having a responsibility to implement ethics within tech- we record esg data as part of our cr controlling and reporting nologies and to make technologies accessible to everyone.,G,0.366727262,S,G,neutral,0.9152171015739441,43,percent | volume | procurement | cr | segment
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"the non-financial deutsche telekom framework, which summarizes our views of dig- performance indicators “energy consumption” and “co₂ emis- ital responsibility.",E,0.296170503,G,E,neutral,0.8653700351715088,-1,and | the | of | in | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"alongside the esg kpis, we also report other metrics and data with the aim of meeting internal and external transparency requirements.",G,0.276856154,G,G,neutral,0.8172165751457214,-1,and | the | of | in | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"in addition, we have developed an impact assessment method that allows us to measure and evaluate the environmental and social impact of selected products, solutions, and measures along the value chain.",E,0.251094639,E,E,neutral,0.6795009970664978,-1,and | the | of | in | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"digital ethics, digital participation, the future of work, and climate protection and resources conservation.",E,0.318715512,S,S,neutral,0.9318922758102417,26,digital | built | no | positive | into
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"for the purpose of integrated financial and sustainability reporting, the kpis map all six types of capital (see diagram).",E,0.258386254,G,G,neutral,0.9467085003852844,13,report | nonfinancial | sustainability | reporting | gri
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"contribution to the development of sustainability in the group and we now comprise four portfolio areas: cloud, digital, security are therefore also addressed in separate sections of the report.",E,0.371320366,G,G,neutral,0.9316281080245972,-1,and | the | of | in | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"(in close collaboration with deutsche telekom security), and advisory (together with detecon as an advisory partner).",G,0.256299734,G,G,neutral,0.8805273771286011,1,board | supervisory | the | management | executive
Deutsche Telekom-corporate-responsibility-report-2023.pdf,we aim to make a positive contribu- portfolio that is designed to be innovative while at the same tion to sustainable development throughout our entire value chain.,E,0.301558166,E,E,positive,0.7446870803833008,21,we | values | ambitions | 360degree | make
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"managing boards of legal entities responsible for implementation of strategy, instructions, and tar- gets within their own legal entities.",G,0.379730656,G,G,neutral,0.946057140827179,1,board | supervisory | the | management | executive
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"in this connection, they report to their own segments and carry out cr governance in keeping with business requirements.",G,0.328798234,G,G,neutral,0.9468969106674194,37,cr | groupwide | segments | gcr | body
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"of the overall esg strategy, and regarding the status of individual goals and pertinent measures cr board group-wide body that advises on cr-strategy development, con- group corporate responsibility (gcr) sults with regard to group-wide positions, and coordinates imple- central competence center for strategy, strategic policies and pro- mentation of the cr strategy in the group units jects, specialist and procedural advising, external reporting, and stakeholder management cr data board a body that manages data acquisition and reporting processes segment leads / managers involving gcr, controlling and contracted service providers – responsible for implementation of strategy, specifications, and especially service providers contracted by dtse goals within the relevant segments; report on such implementa- tion to the group board of management; and flesh out the cr cr manager network strategy in keeping with business requirements group-wide platform for all staff responsible for cr in segments, legal entities, and functions, for the purposes of sharing know-how cr segment lead and experience and ensuring information is passed on quickly and the central contact person, with regard to cr issues, within the directly relevant segment.",G,0.280685961,G,G,neutral,0.9310030341148376,37,cr | groupwide | segments | gcr | body
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"our board of management, which deliberates and decides on the key strategic guidance and objectives.",G,0.332664668,G,G,neutral,0.9515731334686279,1,board | supervisory | the | management | executive
Deutsche Telekom-corporate-responsibility-report-2023.pdf,the supervisory board [page 12] management & facts 12 strategy cr strategy & management advises and oversees the board of management in this task.,G,0.283802228,G,G,neutral,0.9547784328460693,-1,and | the | of | in | to
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"the our cr policy provides the formal, mandatory framework for the group corporate responsibility (gcr) department develops sustainability management activities at all group units at a global group-wide policies and guidelines with the goal of steadily level.",E,0.330403049,G,G,neutral,0.8707196712493896,37,cr | groupwide | segments | gcr | body
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"in 2022, in a move designed to further shore up the imple- advancing the corporate culture with regard to sustainable innova- mentation of our cr ambitions throughout the organization, we tion, environmentally friendly business practices, and social extensively developed the cr policy that has been in place since responsibility.",E,0.254074037,G,G,positive,0.6612929105758667,-1,and | the | of | in | to
